line,bus_id,time,round_time,duration,status
37,21022107,2022-06-01 06:14:44,2022-06-01 06:15:00,375,o
37,21022107,2022-06-01 06:20:59,2022-06-01 06:21:00,3403,other
37,21022107,2022-06-01 07:17:42,2022-06-01 07:18:00,582,d
37,21022107,2022-06-01 07:27:24,2022-06-01 07:27:00,4164,other
37,21022107,2022-06-01 08:36:48,2022-06-01 08:37:00,1274,o
37,21022107,2022-06-01 08:58:02,2022-06-01 08:58:00,4364,other
37,21022107,2022-06-01 10:10:46,2022-06-01 10:11:00,651,d
37,21022107,2022-06-01 10:21:37,2022-06-01 10:22:00,4127,other
37,21022107,2022-06-01 11:30:24,2022-06-01 11:30:00,3681,o
37,21022107,2022-06-01 12:31:45,2022-06-01 12:32:00,3627,other
37,21022107,2022-06-01 13:32:12,2022-06-01 13:32:00,370,d
37,21022107,2022-06-01 13:38:22,2022-06-01 13:38:00,3380,other
37,21022107,2022-06-01 14:34:42,2022-06-01 14:35:00,7382,o
37,21022107,2022-06-01 16:37:44,2022-06-01 16:38:00,3876,other
37,21022107,2022-06-01 17:42:20,2022-06-01 17:42:00,545,d
37,21022107,2022-06-01 17:51:25,2022-06-01 17:51:00,4634,other
37,21022211,2022-06-01 06:48:59,2022-06-01 06:49:00,1015,o
37,21022211,2022-06-01 07:05:54,2022-06-01 07:06:00,3581,other
37,21022211,2022-06-01 08:05:35,2022-06-01 08:06:00,630,d
37,21022211,2022-06-01 08:16:05,2022-06-01 08:16:00,3888,other
37,21022211,2022-06-01 09:20:53,2022-06-01 09:21:00,2430,o
37,21022211,2022-06-01 10:01:23,2022-06-01 10:01:00,3572,other
37,21022211,2022-06-01 11:00:55,2022-06-01 11:01:00,352,d
37,21022211,2022-06-01 11:06:47,2022-06-01 11:07:00,3676,other
37,21022211,2022-06-01 12:08:03,2022-06-01 12:08:00,10432,o
37,21022211,2022-06-01 15:01:55,2022-06-01 15:02:00,3915,other
37,21022211,2022-06-01 16:07:10,2022-06-01 16:07:00,271,d
37,21022211,2022-06-01 16:11:41,2022-06-01 16:12:00,3896,other
37,21022317,2022-06-01 06:26:19,2022-06-01 06:26:00,1236,d
37,21022317,2022-06-01 06:46:55,2022-06-01 06:47:00,3732,other
37,21022317,2022-06-01 07:49:07,2022-06-01 07:49:00,1714,o
37,21022317,2022-06-01 08:17:41,2022-06-01 08:18:00,4233,other
37,21022317,2022-06-01 09:28:14,2022-06-01 09:28:00,544,d
37,21022317,2022-06-01 09:37:18,2022-06-01 09:37:00,3943,other
37,21022317,2022-06-01 10:43:01,2022-06-01 10:43:00,8341,o
37,21022317,2022-06-01 13:02:02,2022-06-01 13:02:00,3910,other
37,21022317,2022-06-01 14:07:12,2022-06-01 14:07:00,440,d
37,21022317,2022-06-01 14:14:32,2022-06-01 14:15:00,3617,other
37,21022317,2022-06-01 15:14:49,2022-06-01 15:15:00,7050,o
37,21022317,2022-06-01 17:12:19,2022-06-01 17:12:00,4633,other
37,21022317,2022-06-01 18:29:32,2022-06-01 18:30:00,230,d
37,21022361,2022-06-01 06:41:19,2022-06-01 06:41:00,2191,o
37,21022361,2022-06-01 07:17:50,2022-06-01 07:18:00,3968,other
37,21022361,2022-06-01 08:23:58,2022-06-01 08:24:00,421,d
37,21022361,2022-06-01 08:30:59,2022-06-01 08:31:00,4379,other
37,21022361,2022-06-01 09:43:58,2022-06-01 09:44:00,5874,o
37,21022361,2022-06-01 11:21:52,2022-06-01 11:22:00,3855,other
37,21022361,2022-06-01 12:26:07,2022-06-01 12:26:00,271,d
37,21022361,2022-06-01 12:30:38,2022-06-01 12:31:00,3762,other
37,21022361,2022-06-01 13:33:20,2022-06-01 13:33:00,4714,o
37,21022361,2022-06-01 14:51:54,2022-06-01 14:52:00,3783,other
37,21022361,2022-06-01 15:54:57,2022-06-01 15:55:00,502,d
37,21022361,2022-06-01 16:03:19,2022-06-01 16:03:00,3932,other
37,21022361,2022-06-01 17:08:51,2022-06-01 17:09:00,4377,o
37,21022361,2022-06-01 18:21:48,2022-06-01 18:22:00,4009,other
37,21022361,2022-06-01 19:28:37,2022-06-01 19:29:00,411,d
37,21022361,2022-06-01 19:35:28,2022-06-01 19:35:00,3864,other
37,21022399,2022-06-01 06:41:06,2022-06-01 06:41:00,2246,d
37,21022399,2022-06-01 07:18:32,2022-06-01 07:19:00,3984,other
37,21022399,2022-06-01 08:24:56,2022-06-01 08:25:00,2226,o
37,21022399,2022-06-01 09:02:02,2022-06-01 09:02:00,4284,other
37,21022399,2022-06-01 10:13:26,2022-06-01 10:13:00,462,d
37,21022486,2022-06-01 07:09:08,2022-06-01 07:09:00,2211,o
37,21022486,2022-06-01 07:45:59,2022-06-01 07:46:00,4303,other
37,21022486,2022-06-01 08:57:42,2022-06-01 08:58:00,411,d
37,21022486,2022-06-01 09:04:33,2022-06-01 09:05:00,4131,other
37,21022486,2022-06-01 10:13:24,2022-06-01 10:13:00,21180,o
37,21022486,2022-06-01 16:06:24,2022-06-01 16:06:00,3893,other
37,21022486,2022-06-01 17:11:17,2022-06-01 17:11:00,573,d
37,21022486,2022-06-01 17:20:50,2022-06-01 17:21:00,4261,other
37,21022486,2022-06-01 18:31:51,2022-06-01 18:32:00,4516,o
37,21022486,2022-06-01 19:47:07,2022-06-01 19:47:00,3670,other
37,21022486,2022-06-01 20:48:17,2022-06-01 20:48:00,332,d
37,21022486,2022-06-01 20:53:49,2022-06-01 20:54:00,3811,other
37,21022489,2022-06-01 06:48:00,2022-06-01 06:48:00,1374,d
37,21022489,2022-06-01 07:10:54,2022-06-01 07:11:00,3722,other
37,21022489,2022-06-01 08:12:56,2022-06-01 08:13:00,1287,o
37,21022489,2022-06-01 08:34:23,2022-06-01 08:34:00,3894,other
37,21022489,2022-06-01 09:39:17,2022-06-01 09:39:00,481,d
37,21022489,2022-06-01 09:47:18,2022-06-01 09:47:00,3794,other
37,21022489,2022-06-01 10:50:32,2022-06-01 10:51:00,4893,o
37,21022489,2022-06-01 12:12:05,2022-06-01 12:12:00,3575,other
37,21022489,2022-06-01 13:11:40,2022-06-01 13:12:00,552,d
37,21022489,2022-06-01 13:20:52,2022-06-01 13:21:00,3644,other
37,21022489,2022-06-01 14:21:36,2022-06-01 14:22:00,12512,o
37,21022489,2022-06-01 17:50:08,2022-06-01 17:50:00,4353,other
37,21022489,2022-06-01 19:02:41,2022-06-01 19:03:00,80,d
37,21022493,2022-06-01 16:05:50,2022-06-01 16:06:00,1047,o
37,21022493,2022-06-01 16:23:17,2022-06-01 16:23:00,3435,other
37,21022493,2022-06-01 17:20:32,2022-06-01 17:21:00,711,d
37,21022493,2022-06-01 17:32:23,2022-06-01 17:32:00,4056,other
37,21022495,2022-06-01 06:55:18,2022-06-01 06:55:00,1797,o
37,21022495,2022-06-01 07:25:15,2022-06-01 07:25:00,4452,other
37,21022495,2022-06-01 08:39:27,2022-06-01 08:39:00,511,d
37,21022495,2022-06-01 08:47:58,2022-06-01 08:48:00,4472,other
37,21022495,2022-06-01 10:02:30,2022-06-01 10:02:00,20807,o
37,21022495,2022-06-01 15:49:17,2022-06-01 15:49:00,3564,other
37,21022495,2022-06-01 16:48:41,2022-06-01 16:49:00,471,d
37,21022495,2022-06-01 16:56:32,2022-06-01 16:57:00,4190,other
37,21022495,2022-06-01 18:06:22,2022-06-01 18:06:00,5098,o
37,21022495,2022-06-01 19:31:20,2022-06-01 19:31:00,3743,other
37,21022495,2022-06-01 20:33:43,2022-06-01 20:34:00,323,d
37,21022495,2022-06-01 20:39:06,2022-06-01 20:39:00,3891,other
37,21022497,2022-06-01 06:41:19,2022-06-01 06:41:00,1287,d
37,21022497,2022-06-01 07:02:46,2022-06-01 07:03:00,3516,other
37,21022497,2022-06-01 08:01:22,2022-06-01 08:01:00,1456,o
37,21022497,2022-06-01 08:25:38,2022-06-01 08:26:00,4118,other
37,21022497,2022-06-01 09:34:16,2022-06-01 09:34:00,442,d
37,21022497,2022-06-01 09:41:38,2022-06-01 09:42:00,3823,other
37,21022497,2022-06-01 10:45:21,2022-06-01 10:45:00,4589,o
37,21022497,2022-06-01 12:01:50,2022-06-01 12:02:00,4027,other
37,21022497,2022-06-01 13:08:57,2022-06-01 13:09:00,511,d
37,21022497,2022-06-01 13:17:28,2022-06-01 13:17:00,3816,other
37,21022497,2022-06-01 14:21:04,2022-06-01 14:21:00,11693,o
37,21022497,2022-06-01 17:35:57,2022-06-01 17:36:00,6073,other
37,21022503,2022-06-01 06:59:14,2022-06-01 06:59:00,882,o
37,21022503,2022-06-01 07:13:56,2022-06-01 07:14:00,3952,other
37,21022503,2022-06-01 08:19:48,2022-06-01 08:20:00,493,d
37,21022503,2022-06-01 08:28:01,2022-06-01 08:28:00,4074,other
37,21022503,2022-06-01 09:35:55,2022-06-01 09:36:00,5374,o
37,21022503,2022-06-01 11:05:29,2022-06-01 11:05:00,3654,other
37,21022503,2022-06-01 12:06:23,2022-06-01 12:06:00,672,d
37,21022503,2022-06-01 12:17:35,2022-06-01 12:18:00,3739,other
37,21022503,2022-06-01 13:19:54,2022-06-01 13:20:00,12356,o
37,21022503,2022-06-01 16:45:50,2022-06-01 16:46:00,3922,other
37,21022503,2022-06-01 17:51:12,2022-06-01 17:51:00,370,d
37,21022503,2022-06-01 17:57:22,2022-06-01 17:57:00,4021,other
37,21022503,2022-06-01 19:04:23,2022-06-01 19:04:00,5225,o
37,21022503,2022-06-01 20:31:28,2022-06-01 20:31:00,3847,other
37,21022503,2022-06-01 21:35:35,2022-06-01 21:36:00,350,d
37,21022503,2022-06-01 21:41:25,2022-06-01 21:41:00,3503,other
37,21022504,2022-06-01 06:50:53,2022-06-01 06:51:00,13392,o
37,21022504,2022-06-01 10:34:05,2022-06-01 10:34:00,3884,other
37,21022504,2022-06-01 11:38:49,2022-06-01 11:39:00,542,d
37,21022504,2022-06-01 11:47:51,2022-06-01 11:48:00,4244,other
37,21022509,2022-06-01 07:32:07,2022-06-01 07:32:00,1296,o
37,21022509,2022-06-01 07:53:43,2022-06-01 07:54:00,4538,other
37,21022509,2022-06-01 09:09:21,2022-06-01 09:09:00,250,d
37,21022509,2022-06-01 09:13:31,2022-06-01 09:14:00,4221,other
37,21022509,2022-06-01 10:23:52,2022-06-01 10:24:00,722,o
37,21022509,2022-06-01 10:35:54,2022-06-01 10:36:00,4588,other
37,21022509,2022-06-01 11:52:22,2022-06-01 11:52:00,22896,o
37,21022509,2022-06-01 18:13:58,2022-06-01 18:14:00,4011,other
37,21022509,2022-06-01 19:20:49,2022-06-01 19:21:00,532,d
37,21022509,2022-06-01 19:29:41,2022-06-01 19:30:00,4055,other
37,21022511,2022-06-01 06:11:02,2022-06-01 06:11:00,1655,d
37,21022511,2022-06-01 06:38:37,2022-06-01 06:39:00,3512,other
37,21022511,2022-06-01 07:37:09,2022-06-01 07:37:00,1494,o
37,21022511,2022-06-01 08:02:03,2022-06-01 08:02:00,4688,other
37,21022511,2022-06-01 09:20:11,2022-06-01 09:20:00,423,d
37,21022511,2022-06-01 09:27:14,2022-06-01 09:27:00,3727,other
37,21022511,2022-06-01 10:29:21,2022-06-01 10:29:00,4365,o
37,21022511,2022-06-01 11:42:06,2022-06-01 11:42:00,3834,other
37,21022511,2022-06-01 12:46:00,2022-06-01 12:46:00,474,d
37,21022511,2022-06-01 12:53:54,2022-06-01 12:54:00,3814,other
37,21022511,2022-06-01 13:57:28,2022-06-01 13:57:00,10961,o
37,21022511,2022-06-01 17:00:09,2022-06-01 17:00:00,4239,other
37,21022511,2022-06-01 18:10:48,2022-06-01 18:11:00,471,d
37,21022596,2022-06-01 09:51:17,2022-06-01 09:51:00,1123,o
37,21022596,2022-06-01 10:10:00,2022-06-01 10:10:00,3764,other
37,21022596,2022-06-01 11:12:44,2022-06-01 11:13:00,320,d
37,21022596,2022-06-01 11:18:04,2022-06-01 11:18:00,3950,other
37,21022596,2022-06-01 12:23:54,2022-06-01 12:24:00,5257,o
37,21022596,2022-06-01 13:51:31,2022-06-01 13:52:00,3980,other
37,21022596,2022-06-01 14:57:51,2022-06-01 14:58:00,441,d
37,21022596,2022-06-01 15:05:12,2022-06-01 15:05:00,3760,other
37,21022596,2022-06-01 16:07:52,2022-06-01 16:08:00,2771,o
37,21022596,2022-06-01 16:54:03,2022-06-01 16:54:00,3866,other
37,21022596,2022-06-01 17:58:29,2022-06-01 17:58:00,624,d
37,21022596,2022-06-01 18:08:53,2022-06-01 18:09:00,4105,other
37,21022599,2022-06-01 07:05:01,2022-06-01 07:05:00,12058,o
37,21022599,2022-06-01 10:25:59,2022-06-01 10:26:00,3828,other
37,21022599,2022-06-01 11:29:47,2022-06-01 11:30:00,561,d
37,21022599,2022-06-01 11:39:08,2022-06-01 11:39:00,3956,other
37,21022599,2022-06-01 12:45:04,2022-06-01 12:45:00,5208,o
37,21022599,2022-06-01 14:11:52,2022-06-01 14:12:00,3891,other
37,21022599,2022-06-01 15:16:43,2022-06-01 15:17:00,332,d
37,21022599,2022-06-01 15:22:15,2022-06-01 15:22:00,3855,other
37,21022599,2022-06-01 16:26:30,2022-06-01 16:26:00,5976,o
37,21022599,2022-06-01 18:06:06,2022-06-01 18:06:00,4115,other
37,21022599,2022-06-01 19:14:41,2022-06-01 19:15:00,522,d
37,21022599,2022-06-01 19:23:23,2022-06-01 19:23:00,3486,other
37,21027406,2022-06-01 08:59:57,2022-06-01 09:00:00,874,o
37,21027406,2022-06-01 09:14:31,2022-06-01 09:15:00,3834,other
37,21027406,2022-06-01 10:18:25,2022-06-01 10:18:00,923,d
37,21027406,2022-06-01 10:33:48,2022-06-01 10:34:00,3890,other
37,21027406,2022-06-01 11:38:38,2022-06-01 11:39:00,4414,o
37,21027406,2022-06-01 12:52:12,2022-06-01 12:52:00,3884,other
37,21027406,2022-06-01 13:56:56,2022-06-01 13:57:00,673,d
37,21027406,2022-06-01 14:08:09,2022-06-01 14:08:00,3664,other
37,21027430,2022-06-01 00:00:02,2022-06-01 00:00:00,28688,o
37,21027430,2022-06-01 07:58:10,2022-06-01 07:58:00,4503,other
37,21027430,2022-06-01 09:13:13,2022-06-01 09:13:00,270,d
37,21027430,2022-06-01 09:17:43,2022-06-01 09:18:00,4145,other
37,21027430,2022-06-01 10:26:48,2022-06-01 10:27:00,2834,o
37,21027430,2022-06-01 11:14:02,2022-06-01 11:14:00,3818,other
37,21027430,2022-06-01 12:17:40,2022-06-01 12:18:00,541,d
37,21027430,2022-06-01 12:26:41,2022-06-01 12:27:00,3827,other
37,21027430,2022-06-01 13:30:28,2022-06-01 13:30:00,10762,o
37,21027430,2022-06-01 16:29:50,2022-06-01 16:30:00,3779,other
37,21027430,2022-06-01 17:32:49,2022-06-01 17:33:00,582,d
37,21027430,2022-06-01 17:42:31,2022-06-01 17:43:00,4675,other
37,21027430,2022-06-01 19:00:26,2022-06-01 19:00:00,4664,o
37,21027430,2022-06-01 20:18:10,2022-06-01 20:18:00,4015,other
37,21027430,2022-06-01 21:25:05,2022-06-01 21:25:00,471,d
37,21027430,2022-06-01 21:32:56,2022-06-01 21:33:00,3552,other
37,21027438,2022-06-01 00:13:32,2022-06-01 00:14:00,26409,o
37,21027438,2022-06-01 07:33:41,2022-06-01 07:34:00,4191,other
37,21027438,2022-06-01 08:43:32,2022-06-01 08:44:00,613,d
37,21027438,2022-06-01 08:53:45,2022-06-01 08:54:00,4437,other
37,21027438,2022-06-01 10:07:42,2022-06-01 10:08:00,773,o
37,21027438,2022-06-01 10:20:35,2022-06-01 10:21:00,4002,other
37,21027438,2022-06-01 11:27:17,2022-06-01 11:27:00,322,d
37,21027438,2022-06-01 11:32:39,2022-06-01 11:33:00,3880,other
37,21027438,2022-06-01 12:37:19,2022-06-01 12:37:00,9277,o
37,21027438,2022-06-01 15:11:56,2022-06-01 15:12:00,3677,other
37,21027438,2022-06-01 16:13:13,2022-06-01 16:13:00,273,d
37,21027438,2022-06-01 16:17:46,2022-06-01 16:18:00,4063,other
37,21027438,2022-06-01 17:25:29,2022-06-01 17:25:00,4890,o
37,21027438,2022-06-01 18:46:59,2022-06-01 18:47:00,4022,other
37,21027438,2022-06-01 19:54:01,2022-06-01 19:54:00,313,d
37,21027438,2022-06-01 19:59:14,2022-06-01 19:59:00,4038,other
37,21027525,2022-06-01 00:25:36,2022-06-01 00:26:00,25950,o
37,21027525,2022-06-01 07:38:06,2022-06-01 07:38:00,4085,other
37,21027525,2022-06-01 08:46:11,2022-06-01 08:46:00,552,d
37,21027525,2022-06-01 08:55:23,2022-06-01 08:55:00,4499,other
37,21027525,2022-06-01 10:10:22,2022-06-01 10:10:00,12694,o
37,21027525,2022-06-01 13:41:56,2022-06-01 13:42:00,3779,other
37,21027525,2022-06-01 14:44:55,2022-06-01 14:45:00,540,d
37,21027525,2022-06-01 14:53:55,2022-06-01 14:54:00,3797,other
37,21027525,2022-06-01 15:57:12,2022-06-01 15:57:00,1001,o
37,21027525,2022-06-01 16:13:53,2022-06-01 16:14:00,3608,other
37,21027525,2022-06-01 17:14:01,2022-06-01 17:14:00,593,d
37,21027525,2022-06-01 17:23:54,2022-06-01 17:24:00,4290,other
37,21027525,2022-06-01 18:35:24,2022-06-01 18:35:00,5188,o
37,21027525,2022-06-01 20:01:52,2022-06-01 20:02:00,3770,other
37,21027525,2022-06-01 21:04:42,2022-06-01 21:05:00,261,d
37,21027525,2022-06-01 21:09:03,2022-06-01 21:09:00,3850,other
37,21027532,2022-06-01 00:00:00,2022-06-01 00:00:00,26514,o
37,21027532,2022-06-01 07:21:54,2022-06-01 07:22:00,4590,other
37,21027532,2022-06-01 08:38:24,2022-06-01 08:38:00,381,d
37,21027532,2022-06-01 08:44:45,2022-06-01 08:45:00,4347,other
37,21027532,2022-06-01 09:57:12,2022-06-01 09:57:00,3762,o
37,21027532,2022-06-01 10:59:54,2022-06-01 11:00:00,3814,other
37,21027532,2022-06-01 12:03:28,2022-06-01 12:03:00,511,d
37,21027532,2022-06-01 12:11:59,2022-06-01 12:12:00,3753,other
37,21027532,2022-06-01 13:14:32,2022-06-01 13:15:00,5230,o
37,21027532,2022-06-01 14:41:42,2022-06-01 14:42:00,3795,other
37,21027532,2022-06-01 15:44:57,2022-06-01 15:45:00,592,d
37,21027532,2022-06-01 15:54:49,2022-06-01 15:55:00,3928,other
37,21027532,2022-06-01 17:00:17,2022-06-01 17:00:00,5490,o
37,21027532,2022-06-01 18:31:47,2022-06-01 18:32:00,4083,other
37,21027532,2022-06-01 19:39:50,2022-06-01 19:40:00,321,d
37,21027532,2022-06-01 19:45:11,2022-06-01 19:45:00,3932,other
37,21027537,2022-06-01 00:00:01,2022-06-01 00:00:00,25831,o
37,21027537,2022-06-01 07:10:32,2022-06-01 07:11:00,3727,other
37,21027537,2022-06-01 08:12:39,2022-06-01 08:13:00,503,d
37,21027537,2022-06-01 08:21:02,2022-06-01 08:21:00,4061,other
37,21027537,2022-06-01 09:28:43,2022-06-01 09:29:00,4443,o
37,21027537,2022-06-01 10:42:46,2022-06-01 10:43:00,3683,other
37,21027537,2022-06-01 11:44:09,2022-06-01 11:44:00,555,d
37,21027537,2022-06-01 11:53:24,2022-06-01 11:53:00,4079,other
37,21027537,2022-06-01 13:01:23,2022-06-01 13:01:00,631,o
37,21027537,2022-06-01 13:11:54,2022-06-01 13:12:00,3667,other
37,21027537,2022-06-01 14:13:01,2022-06-01 14:13:00,372,d
37,21027537,2022-06-01 14:19:13,2022-06-01 14:19:00,3813,other
37,21027537,2022-06-01 15:22:46,2022-06-01 15:23:00,6885,o
37,21027537,2022-06-01 17:17:31,2022-06-01 17:18:00,4501,other
37,21027537,2022-06-01 18:32:32,2022-06-01 18:33:00,391,d
37,21027537,2022-06-01 18:39:03,2022-06-01 18:39:00,3558,other
37,21027544,2022-06-01 00:00:02,2022-06-01 00:00:00,24699,o
37,21027544,2022-06-01 06:51:41,2022-06-01 06:52:00,3763,other
37,21027544,2022-06-01 07:54:24,2022-06-01 07:54:00,361,d
37,21027544,2022-06-01 08:00:25,2022-06-01 08:00:00,4336,other
37,21027544,2022-06-01 09:12:41,2022-06-01 09:13:00,1987,o
37,21027544,2022-06-01 09:45:48,2022-06-01 09:46:00,4184,other
37,21027544,2022-06-01 10:55:32,2022-06-01 10:56:00,260,d
37,21027544,2022-06-01 10:59:52,2022-06-01 11:00:00,3934,other
37,21027544,2022-06-01 12:05:26,2022-06-01 12:05:00,8183,o
37,21027544,2022-06-01 14:21:49,2022-06-01 14:22:00,3858,other
37,21027544,2022-06-01 15:26:07,2022-06-01 15:26:00,763,d
37,21027544,2022-06-01 15:38:50,2022-06-01 15:39:00,3900,other
37,21027544,2022-06-01 16:43:50,2022-06-01 16:44:00,4447,o
37,21027544,2022-06-01 17:57:57,2022-06-01 17:58:00,4255,other
37,21027544,2022-06-01 19:08:52,2022-06-01 19:09:00,331,d
37,21027544,2022-06-01 19:14:23,2022-06-01 19:14:00,3718,other
37,21027544,2022-06-01 20:16:21,2022-06-01 20:16:00,5506,o
